,ID
906,hsa-miR-3130-3p
907,hsa-miR-3130-5p
908,hsa-miR-3131
909,hsa-miR-3132
910,hsa-miR-3133
911,hsa-miR-378b
912,hsa-miR-3134
913,hsa-miR-3135a
914,hsa-miR-466
915,hsa-miR-3136-5p
916,hsa-miR-544b
917,hsa-miR-3137
918,hsa-miR-3138
919,hsa-miR-3139
920,hsa-miR-3140-3p
921,hsa-miR-548t-5p
922,hsa-miR-3141
923,hsa-miR-3142
924,hsa-miR-3143
925,hsa-miR-548u
926,hsa-miR-3144-5p
927,hsa-miR-3144-3p
928,hsa-miR-3145-3p
929,hsa-miR-1273c
930,hsa-miR-3146
931,hsa-miR-3147
932,hsa-miR-548v
933,hsa-miR-3148
934,hsa-miR-3149
935,hsa-miR-3150a-3p
936,hsa-miR-3151-5p
937,hsa-miR-3152-3p
938,hsa-miR-3153
939,hsa-miR-3074-3p
940,hsa-miR-3154
941,hsa-miR-3155a
942,hsa-miR-3156-5p
943,hsa-miR-3157-5p
944,hsa-miR-3158-3p
945,hsa-miR-3159
946,hsa-miR-3160-3p
947,hsa-miR-3161
948,hsa-miR-3162-5p
949,hsa-miR-3163
950,hsa-miR-3164
951,hsa-miR-3165
952,hsa-miR-3166
953,hsa-miR-1260b
954,hsa-miR-3167
955,hsa-miR-3168
956,hsa-miR-3169
957,hsa-miR-3170
958,hsa-miR-3171
959,hsa-miR-3173-3p
960,hsa-miR-1193
961,hsa-miR-323b-3p
962,hsa-miR-3174
963,hsa-miR-3175
964,hsa-miR-3176
965,hsa-miR-3177-3p
966,hsa-miR-3178
967,hsa-miR-3179
968,hsa-miR-3180-5p
969,hsa-miR-3180-3p
970,hsa-miR-548w
971,hsa-miR-3181
972,hsa-miR-3182
973,hsa-miR-3183
974,hsa-miR-3184-5p
975,hsa-miR-3185
976,hsa-miR-3065-5p
977,hsa-miR-3186-5p
978,hsa-miR-3186-3p
979,hsa-miR-3187-3p
980,hsa-miR-3188
981,hsa-miR-3189-3p
982,hsa-miR-320e
983,hsa-miR-3190-5p
984,hsa-miR-3191-3p
985,hsa-miR-3192-5p
986,hsa-miR-3193
987,hsa-miR-3194-5p
988,hsa-miR-3195
989,hsa-miR-3196
990,hsa-miR-548x-3p
991,hsa-miR-3197
992,hsa-miR-3198
993,hsa-miR-3199
994,hsa-miR-3200-3p
995,hsa-miR-3201
996,hsa-miR-514b-5p
997,hsa-miR-514b-3p
998,hsa-miR-3202
999,hsa-miR-1273d
1000,hsa-miR-3126-3p
1001,hsa-miR-3065-3p
1002,hsa-miR-4295
1003,hsa-miR-4296
1004,hsa-miR-4297
1005,hsa-miR-378c
1006,hsa-miR-4293
1007,hsa-miR-4294
1008,hsa-miR-4301
1009,hsa-miR-4299
1010,hsa-miR-4298
1011,hsa-miR-4300
1012,hsa-miR-4304
1013,hsa-miR-4302
1014,hsa-miR-4303
1015,hsa-miR-4305
1016,hsa-miR-4306
1017,hsa-miR-4309
1018,hsa-miR-4307
1019,hsa-miR-4308
1020,hsa-miR-4310
1021,hsa-miR-4311
1022,hsa-miR-4312
1023,hsa-miR-4313
1024,hsa-miR-4315
1025,hsa-miR-4316
1026,hsa-miR-4314
1027,hsa-miR-4318
1028,hsa-miR-4319
1029,hsa-miR-4320
1030,hsa-miR-4317
1031,hsa-miR-4322
1032,hsa-miR-4321
1033,hsa-miR-4323
1034,hsa-miR-4324
1035,hsa-miR-4256
1036,hsa-miR-4257
1037,hsa-miR-4258
1038,hsa-miR-4259
1039,hsa-miR-4260
1040,hsa-miR-4253
1041,hsa-miR-4251
1042,hsa-miR-4254
1043,hsa-miR-4255
1044,hsa-miR-4252
1045,hsa-miR-4325
1046,hsa-miR-4326
1047,hsa-miR-4327
1048,hsa-miR-4261
1049,hsa-miR-4265
1050,hsa-miR-4266
1051,hsa-miR-4267
1052,hsa-miR-4262
1053,hsa-miR-2355-5p
1054,hsa-miR-4268
1055,hsa-miR-4269
1056,hsa-miR-4263
1057,hsa-miR-4264
1058,hsa-miR-4270
1059,hsa-miR-4271
1060,hsa-miR-4272
1061,hsa-miR-4273
1062,hsa-miR-4276
1063,hsa-miR-4275
1064,hsa-miR-4274
1065,hsa-miR-4281
1066,hsa-miR-4277
1067,hsa-miR-4279
1068,hsa-miR-4278
1069,hsa-miR-4280
1070,hsa-miR-4282
1071,hsa-miR-4285
1072,hsa-miR-4283
1073,hsa-miR-4284
1074,hsa-miR-4286
1075,hsa-miR-4287
1076,hsa-miR-4288
1077,hsa-miR-4292
1078,hsa-miR-4289
1079,hsa-miR-4290
1080,hsa-miR-4291
1081,hsa-miR-4329
1082,hsa-miR-4330
1083,hsa-miR-500b-5p
1084,hsa-miR-4328
1085,hsa-miR-2277-5p
1086,hsa-miR-3200-5p
1087,hsa-miR-2355-3p
1088,hsa-miR-3605-5p
1089,hsa-miR-3605-3p
1090,hsa-miR-3606-5p
1091,hsa-miR-3607-5p
1092,hsa-miR-3607-3p
1093,hsa-miR-3609
1094,hsa-miR-3610
1095,hsa-miR-3611
1096,hsa-miR-3612
1097,hsa-miR-3613-5p
1098,hsa-miR-3613-3p
1099,hsa-miR-3614-5p
1100,hsa-miR-3614-3p
1101,hsa-miR-3615
1102,hsa-miR-3616-5p
1103,hsa-miR-3616-3p
1104,hsa-miR-3617-5p
1105,hsa-miR-3618
1106,hsa-miR-3619-5p
1107,hsa-miR-23c
1108,hsa-miR-3620-3p
1109,hsa-miR-3621
1110,hsa-miR-3622a-5p
1111,hsa-miR-3622a-3p
1112,hsa-miR-3622b-5p
1113,hsa-miR-3622b-3p
1114,hsa-miR-3646
1115,hsa-miR-3648
1116,hsa-miR-3649
1117,hsa-miR-3650
1118,hsa-miR-3651
1119,hsa-miR-3652
1120,hsa-miR-3653-3p
1121,hsa-miR-3654
1122,hsa-miR-3655
1123,hsa-miR-3656
1124,hsa-miR-3657
1125,hsa-miR-3658
1126,hsa-miR-1273e
1127,hsa-miR-3659
1128,hsa-miR-3660
1129,hsa-miR-3661
1130,hsa-miR-3662
1131,hsa-miR-3663-5p
1132,hsa-miR-3663-3p
1133,hsa-miR-3664-5p
1134,hsa-miR-3665
1135,hsa-miR-3666
1136,hsa-miR-3667-5p
1137,hsa-miR-3667-3p
1138,hsa-miR-3668
1139,hsa-miR-3670
1140,hsa-miR-3671
1141,hsa-miR-3672
1142,hsa-miR-3674
1143,hsa-miR-3675-5p
1144,hsa-miR-3675-3p
1145,hsa-miR-3677-3p
1146,hsa-miR-3678-5p
1147,hsa-miR-3678-3p
1148,hsa-miR-3679-5p
1149,hsa-miR-3679-3p
1150,hsa-miR-3680-5p
1151,hsa-miR-3680-3p
1152,hsa-miR-3681-5p
1153,hsa-miR-3681-3p
1154,hsa-miR-3682-3p
1155,hsa-miR-3683
1156,hsa-miR-3684
1157,hsa-miR-3685
1158,hsa-miR-3686
1159,hsa-miR-3687
1160,hsa-miR-3688-3p
1161,hsa-miR-3689a-5p
1162,hsa-miR-3689a-3p
1163,hsa-miR-3690
1164,hsa-miR-3691-5p
1165,hsa-miR-3692-5p
1166,hsa-miR-3692-3p
1167,hsa-miR-3713
1168,hsa-miR-3714
1169,hsa-miR-3180
1170,hsa-miR-3907
1171,hsa-miR-3689b-5p
1172,hsa-miR-3689b-3p
1173,hsa-miR-3908
1174,hsa-miR-3909
1175,hsa-miR-3910
1176,hsa-miR-3911
1177,hsa-miR-3912-3p
1178,hsa-miR-3913-5p
1179,hsa-miR-3914
1180,hsa-miR-3915
1181,hsa-miR-3916
1182,hsa-miR-3917
1183,hsa-miR-3918
1184,hsa-miR-3919
1185,hsa-miR-3150b-3p
1186,hsa-miR-3920
1187,hsa-miR-3921
1188,hsa-miR-3922-3p
1189,hsa-miR-3923
1190,hsa-miR-3924
1191,hsa-miR-3925-5p
1192,hsa-miR-3926
1193,hsa-miR-3927-3p
1194,hsa-miR-676-5p
1195,hsa-miR-676-3p
1196,hsa-miR-3928-3p
1197,hsa-miR-3929
1198,hsa-miR-3934-5p
1199,hsa-miR-3935
1200,hsa-miR-3936
1201,hsa-miR-3937
1202,hsa-miR-3938
1203,hsa-miR-548y
1204,hsa-miR-3939
1205,hsa-miR-3940-3p
1206,hsa-miR-3941
1207,hsa-miR-3942-5p
1208,hsa-miR-3943
1209,hsa-miR-3944-3p
1210,hsa-miR-3945
1211,hsa-miR-374c-5p
1212,hsa-miR-642b-3p
1213,hsa-miR-550b-3p
1214,hsa-miR-548z
1215,hsa-miR-548aa
1216,hsa-miR-1268b
1217,hsa-miR-378d
1218,hsa-miR-378e
1219,hsa-miR-548ab
1220,hsa-miR-4417
1221,hsa-miR-4418
1222,hsa-miR-4419a
1223,hsa-miR-378f
1224,hsa-miR-4420
1225,hsa-miR-4421
1226,hsa-miR-4422
1227,hsa-miR-4423-3p
1228,hsa-miR-378g
1229,hsa-miR-548ac
1230,hsa-miR-4424
1231,hsa-miR-4425
1232,hsa-miR-4426
1233,hsa-miR-4427
1234,hsa-miR-4428
1235,hsa-miR-4429
1236,hsa-miR-4430
1237,hsa-miR-548ad-3p
1238,hsa-miR-4431
1239,hsa-miR-4432
1240,hsa-miR-4433a-3p
1241,hsa-miR-4434
1242,hsa-miR-4435
1243,hsa-miR-4436a
1244,hsa-miR-4437
1245,hsa-miR-548ae-3p
1246,hsa-miR-4438
1247,hsa-miR-4439
1248,hsa-miR-4440
1249,hsa-miR-4441
1250,hsa-miR-4442
1251,hsa-miR-4443
1252,hsa-miR-4444
1253,hsa-miR-4445-5p
1254,hsa-miR-4445-3p
1255,hsa-miR-4446-3p
1256,hsa-miR-4447
1257,hsa-miR-4448
1258,hsa-miR-4449
1259,hsa-miR-548ag
1260,hsa-miR-4450
1261,hsa-miR-548ah-5p
1262,hsa-miR-4451
1263,hsa-miR-4452
1264,hsa-miR-4453
1265,hsa-miR-4454
1266,hsa-miR-4455
1267,hsa-miR-4456
1268,hsa-miR-4457
1269,hsa-miR-4458
1270,hsa-miR-4459
1271,hsa-miR-4460
1272,hsa-miR-4461
1273,hsa-miR-378h
1274,hsa-miR-3135b
1275,hsa-miR-4462
1276,hsa-miR-4463
1277,hsa-miR-4464
1278,hsa-miR-548ai
1279,hsa-miR-548aj-3p
1280,hsa-miR-4465
1281,hsa-miR-4466
1282,hsa-miR-4467
1283,hsa-miR-4468
1284,hsa-miR-4469
1285,hsa-miR-4470
1286,hsa-miR-4471
1287,hsa-miR-4472
1288,hsa-miR-4473
1289,hsa-miR-4474-3p
1290,hsa-miR-4475
1291,hsa-miR-4476
1292,hsa-miR-4477a
1293,hsa-miR-4477b
1294,hsa-miR-4478
1295,hsa-miR-3689c
1296,hsa-miR-3689d
1297,hsa-miR-3689e
1298,hsa-miR-3689f
1299,hsa-miR-4479
1300,hsa-miR-3155b
1301,hsa-miR-548ak
1302,hsa-miR-4480
1303,hsa-miR-4481
1304,hsa-miR-4482-5p
1305,hsa-miR-4483
1306,hsa-miR-4484
1307,hsa-miR-4485-3p
1308,hsa-miR-4486
1309,hsa-miR-4487
1310,hsa-miR-4488
1311,hsa-miR-4489
1312,hsa-miR-548al
1313,hsa-miR-4490
1314,hsa-miR-4491
1315,hsa-miR-4492
1316,hsa-miR-4493
1317,hsa-miR-4494
1318,hsa-miR-4495
1319,hsa-miR-4496
1320,hsa-miR-4497
1321,hsa-miR-4498
1322,hsa-miR-4419b
1323,hsa-miR-4499
1324,hsa-miR-4500
1325,hsa-miR-4501
1326,hsa-miR-4502
1327,hsa-miR-4503
1328,hsa-miR-4504
1329,hsa-miR-4505
1330,hsa-miR-4506
1331,hsa-miR-2392
1332,hsa-miR-4507
1333,hsa-miR-4508
1334,hsa-miR-4509
1335,hsa-miR-4510
1336,hsa-miR-4511
1337,hsa-miR-4512
1338,hsa-miR-4513
1339,hsa-miR-4514
1340,hsa-miR-4515
1341,hsa-miR-4516
1342,hsa-miR-4517
1343,hsa-miR-4518
1344,hsa-miR-4519
1345,hsa-miR-4520-3p
1346,hsa-miR-4521
1347,hsa-miR-1269b
1348,hsa-miR-4522
1349,hsa-miR-4523
1350,hsa-miR-4524a-5p
1351,hsa-miR-4524a-3p
1352,hsa-miR-4525
1353,hsa-miR-4526
1354,hsa-miR-4527
1355,hsa-miR-4528
1356,hsa-miR-4529-3p
1357,hsa-miR-4530
1358,hsa-miR-4531
1359,hsa-miR-4532
1360,hsa-miR-4533
1361,hsa-miR-4534
1362,hsa-miR-378i
1363,hsa-miR-4535
1364,hsa-miR-548am-3p
1365,hsa-miR-1587
1366,hsa-miR-4536-5p
1367,hsa-miR-548an
1368,hsa-miR-4537
1369,hsa-miR-4538
1370,hsa-miR-4539
1371,hsa-miR-4540
1372,hsa-miR-3117-5p
1373,hsa-miR-3120-5p
1374,hsa-miR-3121-5p
1375,hsa-miR-3124-3p
1376,hsa-miR-3127-3p
1377,hsa-miR-3129-3p
1378,hsa-miR-3136-3p
1379,hsa-miR-3140-5p
1380,hsa-miR-3145-5p
1381,hsa-miR-3150a-5p
1382,hsa-miR-3152-5p
1383,hsa-miR-3074-5p
1384,hsa-miR-3156-3p
1385,hsa-miR-3157-3p
1386,hsa-miR-3158-5p
1387,hsa-miR-3160-5p
1388,hsa-miR-3162-3p
1389,hsa-miR-3173-5p
1390,hsa-miR-3177-5p
1391,hsa-miR-3187-5p
1392,hsa-miR-3189-5p
1393,hsa-miR-3194-3p
1394,hsa-miR-3619-3p
1395,hsa-miR-3664-3p
1396,hsa-miR-3677-5p
1397,hsa-miR-3682-5p
1398,hsa-miR-3688-5p
1399,hsa-miR-3691-3p
1400,hsa-miR-3913-3p
1401,hsa-miR-3150b-5p
1402,hsa-miR-3922-5p
1403,hsa-miR-3925-3p
1404,hsa-miR-3940-5p
1405,hsa-miR-3942-3p
1406,hsa-miR-3944-5p
1407,hsa-miR-4423-5p
1408,hsa-miR-4446-5p
1409,hsa-miR-4474-5p
1410,hsa-miR-4520-5p
1411,hsa-miR-4529-5p
1412,hsa-miR-3960
1413,hsa-miR-3972
1414,hsa-miR-3973
1415,hsa-miR-3974
1416,hsa-miR-3975
1417,hsa-miR-3976
1418,hsa-miR-3977
1419,hsa-miR-3978
1420,hsa-miR-4632-3p
1421,hsa-miR-4633-5p
1422,hsa-miR-4633-3p
1423,hsa-miR-4634
1424,hsa-miR-4635
1425,hsa-miR-4636
1426,hsa-miR-4637
1427,hsa-miR-4638-5p
1428,hsa-miR-4638-3p
1429,hsa-miR-4639-5p
1430,hsa-miR-4639-3p
1431,hsa-miR-4640-5p
1432,hsa-miR-4640-3p
1433,hsa-miR-4641
1434,hsa-miR-4642
1435,hsa-miR-4643
1436,hsa-miR-4644
1437,hsa-miR-4645-5p
1438,hsa-miR-4645-3p
1439,hsa-miR-4646-5p
1440,hsa-miR-4646-3p
1441,hsa-miR-4647
1442,hsa-miR-4648
1443,hsa-miR-4649-5p
1444,hsa-miR-4649-3p
1445,hsa-miR-4650-5p
1446,hsa-miR-4650-3p
1447,hsa-miR-4651
1448,hsa-miR-4652-5p
1449,hsa-miR-4652-3p
1450,hsa-miR-4653-5p
1451,hsa-miR-4653-3p
1452,hsa-miR-4654
1453,hsa-miR-4655-5p
1454,hsa-miR-4655-3p
1455,hsa-miR-4656
1456,hsa-miR-4657
1457,hsa-miR-4658
1458,hsa-miR-4659a-5p
1459,hsa-miR-4659a-3p
1460,hsa-miR-4660
1461,hsa-miR-4661-5p
1462,hsa-miR-4661-3p
1463,hsa-miR-4662a-5p
1464,hsa-miR-4662a-3p
1465,hsa-miR-4659b-5p
1466,hsa-miR-4659b-3p
1467,hsa-miR-4663
1468,hsa-miR-4662b
1469,hsa-miR-4664-5p
1470,hsa-miR-4664-3p
1471,hsa-miR-4665-5p
1472,hsa-miR-4665-3p
1473,hsa-miR-4666a-5p
1474,hsa-miR-4666a-3p
1475,hsa-miR-4667-5p
1476,hsa-miR-4667-3p
1477,hsa-miR-4668-5p
1478,hsa-miR-4668-3p
1479,hsa-miR-219b-5p
1480,hsa-miR-219b-3p
1481,hsa-miR-4669
1482,hsa-miR-4670-5p
1483,hsa-miR-4670-3p
1484,hsa-miR-4671-5p
1485,hsa-miR-4671-3p
1486,hsa-miR-4672
1487,hsa-miR-4673
1488,hsa-miR-4674
1489,hsa-miR-4675
1490,hsa-miR-4676-5p
1491,hsa-miR-4676-3p
1492,hsa-miR-4677-5p
1493,hsa-miR-4677-3p
1494,hsa-miR-4678
1495,hsa-miR-4679
1496,hsa-miR-4680-5p
1497,hsa-miR-4680-3p
1498,hsa-miR-4681
1499,hsa-miR-4682
1500,hsa-miR-4683
1501,hsa-miR-4684-5p
1502,hsa-miR-4684-3p
1503,hsa-miR-4685-5p
1504,hsa-miR-4685-3p
1505,hsa-miR-4686
1506,hsa-miR-4687-5p
1507,hsa-miR-4687-3p
1508,hsa-miR-1343-3p
1509,hsa-miR-4688
1510,hsa-miR-4689
1511,hsa-miR-4690-5p
1512,hsa-miR-4690-3p
1513,hsa-miR-4691-5p
1514,hsa-miR-4691-3p
1515,hsa-miR-4692
1516,hsa-miR-4693-5p
1517,hsa-miR-4693-3p
1518,hsa-miR-4694-5p
1519,hsa-miR-4694-3p
1520,hsa-miR-4695-5p
1521,hsa-miR-4695-3p
1522,hsa-miR-4696
1523,hsa-miR-4697-5p
1524,hsa-miR-4697-3p
1525,hsa-miR-4698
1526,hsa-miR-4699-5p
1527,hsa-miR-4699-3p
1528,hsa-miR-4700-5p
1529,hsa-miR-4700-3p
1530,hsa-miR-4701-5p
1531,hsa-miR-4701-3p
1532,hsa-miR-4703-5p
1533,hsa-miR-4703-3p
1534,hsa-miR-4704-5p
1535,hsa-miR-4704-3p
1536,hsa-miR-4705
1537,hsa-miR-4706
1538,hsa-miR-4707-5p
1539,hsa-miR-4707-3p
1540,hsa-miR-4708-5p
1541,hsa-miR-4708-3p
1542,hsa-miR-4709-5p
1543,hsa-miR-4709-3p
1544,hsa-miR-203b-5p
1545,hsa-miR-203b-3p
1546,hsa-miR-4710
1547,hsa-miR-4711-5p
1548,hsa-miR-4711-3p
1549,hsa-miR-4712-5p
1550,hsa-miR-4712-3p
1551,hsa-miR-4713-5p
1552,hsa-miR-4713-3p
1553,hsa-miR-4714-5p
1554,hsa-miR-4714-3p
1555,hsa-miR-4715-5p
1556,hsa-miR-4715-3p
1557,hsa-miR-4716-5p
1558,hsa-miR-4716-3p
1559,hsa-miR-3529-5p
1560,hsa-miR-4717-5p
1561,hsa-miR-4717-3p
1562,hsa-miR-4718
1563,hsa-miR-4719
1564,hsa-miR-4720-5p
1565,hsa-miR-4720-3p
1566,hsa-miR-4721
1567,hsa-miR-4722-5p
1568,hsa-miR-4722-3p
1569,hsa-miR-4723-5p
1570,hsa-miR-4723-3p
1571,hsa-miR-451b
1572,hsa-miR-4724-5p
1573,hsa-miR-4724-3p
1574,hsa-miR-4725-5p
1575,hsa-miR-4725-3p
1576,hsa-miR-4726-5p
1577,hsa-miR-4726-3p
1578,hsa-miR-4727-5p
1579,hsa-miR-4727-3p
1580,hsa-miR-4728-5p
1581,hsa-miR-4728-3p
1582,hsa-miR-4729
1583,hsa-miR-4730
1584,hsa-miR-4731-5p
1585,hsa-miR-4731-3p
1586,hsa-miR-4732-5p
1587,hsa-miR-4732-3p
1588,hsa-miR-4733-5p
1589,hsa-miR-4733-3p
1590,hsa-miR-4734
1591,hsa-miR-4735-5p
1592,hsa-miR-4735-3p
1593,hsa-miR-4736
1594,hsa-miR-4737
1595,hsa-miR-3064-5p
1596,hsa-miR-3064-3p
1597,hsa-miR-4738-5p
1598,hsa-miR-4738-3p
1599,hsa-miR-4739
1600,hsa-miR-4740-5p
1601,hsa-miR-4740-3p
1602,hsa-miR-4741
1603,hsa-miR-4742-5p
1604,hsa-miR-4742-3p
1605,hsa-miR-4743-5p
1606,hsa-miR-4744
1607,hsa-miR-3591-5p
1608,hsa-miR-3591-3p
1609,hsa-miR-4745-5p
1610,hsa-miR-4745-3p
1611,hsa-miR-4746-5p
1612,hsa-miR-4746-3p
1613,hsa-miR-4747-5p
1614,hsa-miR-4747-3p
1615,hsa-miR-4748
1616,hsa-miR-4749-5p
1617,hsa-miR-4749-3p
1618,hsa-miR-4750-5p
1619,hsa-miR-4751
1620,hsa-miR-4752
1621,hsa-miR-4753-5p
1622,hsa-miR-4753-3p
1623,hsa-miR-371b-5p
1624,hsa-miR-371b-3p
1625,hsa-miR-4754
1626,hsa-miR-4755-5p
1627,hsa-miR-4755-3p
1628,hsa-miR-499b-5p
1629,hsa-miR-499b-3p
1630,hsa-miR-4756-5p
1631,hsa-miR-4756-3p
1632,hsa-miR-4757-5p
1633,hsa-miR-4757-3p
1634,hsa-miR-4758-5p
1635,hsa-miR-4758-3p
1636,hsa-miR-4759
1637,hsa-miR-4760-5p
1638,hsa-miR-4760-3p
1639,hsa-miR-4761-5p
1640,hsa-miR-4761-3p
1641,hsa-miR-4762-5p
1642,hsa-miR-4762-3p
1643,hsa-miR-4763-5p
1644,hsa-miR-4763-3p
1645,hsa-miR-4764-5p
1646,hsa-miR-4764-3p
1647,hsa-miR-4765
1648,hsa-miR-4766-5p
1649,hsa-miR-4766-3p
1650,hsa-miR-4767
1651,hsa-miR-4768-5p
1652,hsa-miR-4768-3p
1653,hsa-miR-4769-5p
1654,hsa-miR-4769-3p
1655,hsa-miR-4770
1656,hsa-miR-4771
1657,hsa-miR-4772-5p
1658,hsa-miR-4772-3p
1659,hsa-miR-4773
1660,hsa-miR-4774-5p
1661,hsa-miR-4774-3p
1662,hsa-miR-4775
1663,hsa-miR-4776-5p
1664,hsa-miR-4776-3p
1665,hsa-miR-4777-5p
1666,hsa-miR-4777-3p
1667,hsa-miR-4778-5p
1668,hsa-miR-4778-3p
1669,hsa-miR-4779
1670,hsa-miR-4780
1671,hsa-miR-4436b-5p
1672,hsa-miR-4436b-3p
1673,hsa-miR-4781-5p
1674,hsa-miR-4781-3p
1675,hsa-miR-4782-5p
1676,hsa-miR-4782-3p
1677,hsa-miR-4783-5p
1678,hsa-miR-4783-3p
1679,hsa-miR-4784
1680,hsa-miR-4785
1681,hsa-miR-1245b-5p
1682,hsa-miR-1245b-3p
1683,hsa-miR-2467-5p
1684,hsa-miR-2467-3p
1685,hsa-miR-4786-5p
1686,hsa-miR-4786-3p
1687,hsa-miR-4787-5p
1688,hsa-miR-4787-3p
1689,hsa-miR-4788
1690,hsa-miR-4789-5p
1691,hsa-miR-4789-3p
1692,hsa-miR-4790-5p
1693,hsa-miR-4790-3p
1694,hsa-miR-4791
1695,hsa-miR-4792
1696,hsa-miR-4793-5p
1697,hsa-miR-4793-3p
1698,hsa-miR-4794
1699,hsa-miR-4795-5p
1700,hsa-miR-4795-3p
1701,hsa-miR-4796-5p
1702,hsa-miR-4796-3p
1703,hsa-miR-4797-5p
1704,hsa-miR-4797-3p
1705,hsa-miR-4798-5p
1706,hsa-miR-4798-3p
1707,hsa-miR-4799-5p
1708,hsa-miR-4799-3p
1709,hsa-miR-4800-5p
1710,hsa-miR-4800-3p
1711,hsa-miR-4801
1712,hsa-miR-4802-5p
1713,hsa-miR-4802-3p
1714,hsa-miR-4803
1715,hsa-miR-4804-5p
1716,hsa-miR-4804-3p
1717,hsa-miR-4520-2-3p
1718,hsa-miR-5047
1719,hsa-miR-5095
1720,hsa-miR-1273f
1721,hsa-miR-1273g-5p
1722,hsa-miR-5096
1723,hsa-miR-642a-3p
1724,hsa-miR-550a-3-5p
1725,hsa-miR-4433a-5p
1726,hsa-miR-548ah-3p
1727,hsa-miR-4482-3p
1728,hsa-miR-4536-3p
1729,hsa-miR-4999-5p
1730,hsa-miR-4999-3p
1731,hsa-miR-5000-5p
1732,hsa-miR-5000-3p
1733,hsa-miR-5001-5p
1734,hsa-miR-5001-3p
1735,hsa-miR-5002-5p
1736,hsa-miR-5002-3p
1737,hsa-miR-5003-5p
1738,hsa-miR-5003-3p
1739,hsa-miR-5004-5p
1740,hsa-miR-5004-3p
1741,hsa-miR-548ao-5p
1742,hsa-miR-548ao-3p
1743,hsa-miR-5006-5p
1744,hsa-miR-5006-3p
1745,hsa-miR-5007-5p
1746,hsa-miR-5007-3p
1747,hsa-miR-548ap-5p
1748,hsa-miR-548ap-3p
1749,hsa-miR-5008-5p
1750,hsa-miR-5008-3p
1751,hsa-miR-5009-5p
1752,hsa-miR-5009-3p
1753,hsa-miR-5010-5p
1754,hsa-miR-5010-3p
1755,hsa-miR-5011-5p
1756,hsa-miR-5011-3p
1757,hsa-miR-5087
1758,hsa-miR-5088-5p
1759,hsa-miR-5089-5p
1760,hsa-miR-5090
1761,hsa-miR-5091
1762,hsa-miR-5092
1763,hsa-miR-5093
1764,hsa-miR-5094
1765,hsa-miR-5186
1766,hsa-miR-5187-5p
